300.1234	138.5
302.2468	118.0
304.3702	97.3
306.4936	76.4
308.617	55.3
310.7404	34.2
312.8638	13.0
314.9872	8.3
317.1106	29.5
319.234	50.7
321.3574	71.7
323.4808	92.7
325.6042	113.5
327.7276	134.0
329.851	154.4
331.9744	174.4
334.0978	194.1
336.2212	213.5
338.3446	232.5
340.468	251.1
342.5914	269.2
344.7148	286.9
346.8382	304.0
348.9616	320.6
351.085	336.6
353.2084	352.0
355.3318	366.7
357.4552	380.8
359.5786	394.3
361.702	407.0
363.8254	418.9
365.9488	430.1
368.0722	440.6
370.1956	450.2
372.319	459.0
374.4424	467.0
376.5658	474.2
378.6892	480.5
380.8126	485.9
382.936	490.5
385.0594	494.2
387.1828	497.0
389.3062	498.8
391.4296	499.8
393.553	499.9
395.6764	499.1
397.7998	497.4
399.9232	494.8
402.0466	491.3
404.17	486.9
406.2934	481.6
408.4168	475.5
410.5402	468.5
412.6636	460.7
414.787	452.0
416.9104	442.5
419.0338	432.2
421.1572	421.2
423.2806	409.4
425.404	396.8
427.5274	383.5
429.6508	369.6
431.7742	354.9
433.8976	339.7
436.021	323.8
438.1444	307.3
440.2678	290.3
442.3912	272.7
444.5146	254.7
446.638	236.2
448.7614	217.3
450.8848	198.0
453.0082	178.3
455.1316	158.3
457.255	138.0
459.3784	117.5
461.5018	96.8
463.6252	75.8
465.7486	54.8
467.872	33.6
469.9954	12.4
472.1188	8.8
474.2422	30.0
476.3656	51.2
478.489	72.2
480.6124	93.2
482.7358	114.0
484.8592	134.5
486.9826	154.8
489.106	174.9
491.2294	194.6
493.3528	214.0
495.4762	233.0
497.5996	251.6
499.723	269.7
501.8464	287.3
503.9698	304.4
506.0932	321.0
508.2166	337.0
510.34	352.4
